"unigeneid"	"organ"	"pvalue"	"rzscore"	"source"
"Hs.149168"	"trachea"	2.97e-59	6.547801567	"dbEST"
"Hs.122523"	"trachea"	1.69e-59	5.432150846	"dbEST"
"Hs.571167"	"trachea"	9.76e-60	7.05144122	"dbEST"
"Hs.597216"	"trachea"	5.45e-61	5.570454797	"dbEST"
"Hs.97439"	"trachea"	1.29e-64	5.921288635	"dbEST"
"Hs.558314"	"trachea"	3.03e-75	4.442636988	"dbEST"
"Hs.518089"	"trachea"	5.04e-77	6.378909711	"dbEST"
"Hs.16970"	"trachea"	3.74e-85	7.05964588	"dbEST"
"Hs.591833"	"trachea"	3.62e-88	6.32111625	"dbEST"
"Hs.8364"	"trachea"	1.39e-92	6.463445048	"dbEST"
"Hs.726027"	"trachea"	5.44e-96	5.932261031	"dbEST"
"Hs.183684"	"trachea"	6.59e-107	5.238342168	"dbEST"
"Hs.363396"	"trachea"	6.17e-108	6.655762316	"dbEST"
"Hs.709120"	"trachea"	2.63e-109	6.892760952	"dbEST"
"Hs.234742"	"trachea"	3.45e-114	7.035916593	"dbEST"
"Hs.419240"	"trachea"	5.39e-116	4.926261889	"dbEST"
"Hs.643658"	"trachea"	1.94e-121	6.351956431	"dbEST"
"Hs.614734"	"trachea"	6.28e-122	7.019773082	"dbEST"
"Hs.279806"	"trachea"	1.92e-122	4.99559978	"dbEST"
"Hs.653859"	"trachea"	7.79e-124	6.488419126	"dbEST"
"Hs.280342"	"trachea"	7.66e-144	6.588712766	"dbEST"
"Hs.279611"	"trachea"	5.23e-145	6.827511538	"dbEST"
"Hs.728817"	"trachea"	4.71e-153	6.668334487	"dbEST"
"Hs.445981"	"trachea"	9.98e-173	6.239720993	"dbEST"
"Hs.404466"	"trachea"	9.63e-183	6.587062941	"dbEST"
"Hs.708190"	"trachea"	2.56e-223	6.96673473	"dbEST"
"Hs.370247"	"trachea"	0	6.546758181	"dbEST"
"Hs.529517"	"trachea"	0	7.042389503	"dbEST"
"Hs.590958"	"trachea"	0	6.989416034	"dbEST"
"Hs.631946"	"trachea"	0	5.100039033	"dbEST"
