unigeneid	genename
Hs.484475	OLFM3
Hs.484588	AMY2B
Hs.484588	AMY2B
Hs.484678	TBC1D7
Hs.484741	GMPR
Hs.485081	RPL17
Hs.485130	HLA-DPB1
Hs.485158	SPDEF
Hs.485208	TULP1
Hs.485262	MTCH1
Hs.485270	TBC1D22B
Hs.485278	RNF8
Hs.485360	TFEB
Hs.485360	TFEB
Hs.485380	DBF4
Hs.485380	DBF4
Hs.485729	RIMS1
Hs.485865	KIAA1009
Hs.486361	CLVS2
Hs.486458	ARHGAP18
Hs.486489	ENPP3
Hs.486507	TBPL1
Hs.486818	TTF2
Hs.487143	SFT2D1
Hs.487296	PHGDH
Hs.487325	PRKACB
Hs.487341	GNA12
Hs.487409	PAPOLB
Hs.487479	CYTH3
Hs.487510	TMEM170A
Hs.487561	ICA1
Hs.487670	TMEM196
Hs.487951	AAA1
Hs.488181	OGDH
Hs.488293	EGFR
Hs.488307	VOPP1
Hs.488835	TMEM120A
Hs.488877	POMZP3
Hs.489051	STEAP2
Hs.489051	STEAP2
Hs.489142	COL1A2
Hs.489142	COL1A2
Hs.489207	ASNS
Hs.489284	ARPC1B
Hs.489355	MUC12
Hs.489448	SH2B2
Hs.489448	SH2B2
Hs.489786	CFTR
Hs.489824	PTPRZ1
Hs.489849	SLC13A1
Hs.490038	CPA2
Hs.490241	SLC13A4
Hs.490252	SPRR2F
Hs.490330	NPR1
Hs.490684	DPP6
Hs.490765	KCNN3
Hs.490795	ESYT2
Hs.490892	LOC100131112
Hs.490981	MSRA
Hs.491351	CLTC
Hs.491494	CCT3
Hs.491582	PLAT
Hs.491695	UBE2V2
Hs.491695	UBE2V2
Hs.491734	C1orf92
Hs.491737	ATP6V1H
Hs.491805	TOX
Hs.491885	DNAJC5B
Hs.492261	TP53INP1
Hs.492427	NCALD
Hs.492490	PVRL4
Hs.492516	PFDN2
Hs.492555	ENY2
Hs.492740	ATF6
Hs.493037	KCNK9
Hs.493655	LOC100288436
Hs.493716	PTENP1
Hs.493819	GLIPR2
Hs.494178	RORB
Hs.494261	PSAT1
Hs.494312	NTRK2
Hs.494419	LAMP1
Hs.494691	PFN1
Hs.494705	METTL13
Hs.494738	IKBKAP
Hs.494895	AKNA
Hs.494981	SLC9A11
Hs.494997	C5
Hs.495039	NDUFA8
Hs.495473	NOTCH1
Hs.495656	TBL1X
Hs.495728	PIR
Hs.495755	RBBP7
Hs.495774	SCML2
Hs.495918	FAM5B
Hs.495960	ATP6AP2
Hs.496098	OTUD5
Hs.496191	TINF2
Hs.496240	AR
Hs.496255	PRKCZ
Hs.496267	IGBP1
Hs.496383	SOAT1
Hs.496449	CHM
Hs.496587	CHRDL1
Hs.496593	CAPN6
Hs.496622	PLS3
Hs.496666	SEPT6
Hs.496755	C14orf128
Hs.496811	PLAC1
Hs.496811	PLAC1
Hs.496843	VGLL1
Hs.496982	GAB3
Hs.497034	C1orf14
Hs.497350	PKP1
Hs.497469	ETNK2
Hs.497492	MDM4
Hs.497512	NUAK2
Hs.497579	RASSF5
Hs.497581	LGTN
Hs.497589	PIGR
Hs.497626	PLXNA2
Hs.497788	EPRS
Hs.497951	LOC399744
Hs.497987	DUOXA2
Hs.498028	GNPAT
Hs.498317	PPPDE1
Hs.498570	PRKCQ
Hs.498586	ITIH5
Hs.498620	LOC254312
Hs.498727	DHCR24
Hs.499042	OTUD1
Hs.499578	LOC100132062
Hs.499674	MBL2
Hs.499704	PHYHIPL
Hs.499725	ANK3
Hs.499839	RPL7A
Hs.500015	CDK5R1
Hs.500104	AP3M1
Hs.500466	PTEN
Hs.500483	ACTA2
Hs.500491	IFIT1B
Hs.500635	EVPL
Hs.500643	RNF157
Hs.500645	ALDH18A1
Hs.500721	MMS19
Hs.500736	CRTAC1
Hs.500775	ZNF207
Hs.500842	MGEA5
Hs.501012	ADD3
Hs.501135	PNLIP
Hs.501293	BSG
Hs.501296	ARID3A
Hs.501452	EBI3
Hs.501622	ANO9
Hs.501632	CACNA1A
Hs.501728	RHOG
Hs.501758	OR51E2
Hs.501778	TRIM22
Hs.501890	AMPD3
Hs.502092	PSG9
Hs.502244	EIF3M
Hs.502328	CD44
Hs.502769	SLC3A2
Hs.502772	SLC22A9
Hs.502793	C11orf84
Hs.502842	CAPN1
Hs.502875	RELA
Hs.502876	RHOB
Hs.502914	DPP3
Hs.502915	BBS1
Hs.503043	CPT1A
Hs.503093	ZFP36L2
Hs.503134	DHCR7
Hs.503163	PDE2A
Hs.503878	NCAM1
Hs.504035	IL10RA
Hs.504048	CD3D
Hs.504115	TRIM29
Hs.504281	FLI1
Hs.504398	SLC6A13
Hs.504540	LOC284561
Hs.504609	ID1
Hs.504641	CD163
Hs.504687	MYL9
Hs.504703	NNAT
Hs.504907	C20orf106
Hs.504908	LMO3
Hs.504966	SLCO1B3
Hs.505033	KRAS
Hs.505202	BICD1
Hs.505326	NELL2
Hs.505327	SPRR2D
Hs.505327	SPRR2D
Hs.505337	CLDN5
Hs.505361	POM121L8P
Hs.505601	SEC14L3
Hs.505652	COPZ1
Hs.505654	ITGA5
Hs.505662	PPP1R1A
Hs.505729	RBMS2
Hs.505735	NACA
Hs.505735	NACA
Hs.505806	PBXIP1
Hs.505924	HMGA2
Hs.506216	PPFIA2
Hs.506222	C12orf26
Hs.506357	FAM107A
Hs.506458	ANKS1B
Hs.506759	ATP2A2
Hs.506908	AADAC
Hs.506997	RPS2
Hs.507080	APCS
Hs.507475	RFC1
Hs.507515	OLFML2B
Hs.507681	TAB1
Hs.507755	DCLK1
Hs.507798	LHFP
Hs.507805	COG6
Hs.507866	C13orf15
Hs.507948	COG3
Hs.507991	HHIP
Hs.508113	OLFM4
Hs.508113	OLFM4
Hs.508284	FBXL3
Hs.508343	AMACR
Hs.508423	ABCC4
Hs.508480	RAP2A
Hs.508524	CACYBP
Hs.508588	TMEM174
Hs.508616	FGF14
Hs.508623	C13orf39
Hs.508716	COL4A2
Hs.508829	CDC42SE2
Hs.509163	ERGIC1
Hs.509165	SFTA3
Hs.509447	GRLF1
Hs.509637	PLEKHG3
Hs.509718	ZNF318
Hs.509791	ERH
Hs.509909	PAPLN
Hs.510262	TC2N
Hs.510327	ASB2
Hs.510528	TRAF3
Hs.510543	LOC642587
Hs.510812	GOLGA8F
Hs.511025	SRRM3
Hs.511175	TMEM62
Hs.511311	ATP8B4
Hs.511425	SRP9
Hs.511522	TRBV27
Hs.511605	ANXA2
Hs.511668	VPS13C
Hs.511775	UCN3
Hs.511817	PHIP
Hs.511872	CYP2C18
Hs.511956	SPDYA
Hs.511983	CABYR
Hs.511985	GALNT8
Hs.512227	LOC348840
Hs.512417	FLJ45445
Hs.512509	LOC147710
Hs.512580	LECT2
Hs.512587	MST1
Hs.512633	PRG2
Hs.512668	SLC46A2
Hs.512670	BCAT2
Hs.512676	RPS25
Hs.512680	CLEC11A
Hs.512690	SFTPB
Hs.512714	WNT7B
Hs.512756	THAP7
Hs.512799	ATG4D
Hs.512843	NAPSA
Hs.512963	ALG11
Hs.513044	CSPG4
Hs.513053	DNAJA4
Hs.513083	RPL9
Hs.513126	FANCI
Hs.513147	SLC7A7
Hs.513244	FBXL16
Hs.513266	NDUFB10
Hs.513285	CCDC64B
Hs.513305	TFAP4
Hs.513316	ZNF500
Hs.513343	ATF7IP2
Hs.513439	GALC
Hs.513457	IL4R
Hs.513463	NUPR1
Hs.513490	ALDOA
Hs.513537	LOC729264
Hs.513578	ADCY7
Hs.513626	MT1F
Hs.513635	CCDC135
Hs.513660	CDH16
Hs.513706	MARVELD3
Hs.513711	HP
Hs.513726	GBP5
Hs.513804	RNF166
Hs.513870	ATP2A3
Hs.513883	PELP1
Hs.513931	LOC729911
Hs.513977	NT5M
Hs.513983	LLGL1
Hs.514012	MAP2K3
Hs.514050	TP53I13
Hs.514107	CCL3
Hs.514208	MPP2
Hs.514211	TMEM101
Hs.514220	GRN
Hs.514222	CCDC103
Hs.514227	GFAP
Hs.514292	HOXB8
Hs.514330	EME1
Hs.514451	SSTR2
Hs.514474	KIAA0195
Hs.514556	NPTX1
Hs.514580	BAHCC1
Hs.514581	ACTG1
Hs.514820	C17orf66
Hs.514821	CCL5
Hs.514840	CHI3L2
Hs.514870	ATP5F1
Hs.514950	SCPEP1
Hs.515064	DOHH
Hs.515104	STXBP2
Hs.515122	TK1
Hs.515146	ECSIT
Hs.515154	FBXW9
Hs.515169	TRMT1
Hs.515217	SLC1A6
Hs.515247	JAK3
Hs.515255	LSM4
Hs.515366	PRODH2
Hs.515369	TYROBP
Hs.515427	ATP1A3
Hs.515444	IRGC
Hs.515469	VASP
Hs.515472	SNRPD2
Hs.515534	TEAD2
Hs.515536	RRAS
Hs.515560	KLK2
Hs.515575	PLAC2
Hs.515598	PRPF31
Hs.515598	PRPF31
Hs.515610	PPP6R1
Hs.515662	ZBTB45
Hs.515715	S100A1
Hs.515835	SULT2A1
Hs.515840	DNMT3A
Hs.515855	DKKL1
Hs.515872	ZNF513
Hs.515972	CPSF3
Hs.516023	EIF3F
Hs.516032	HADHA
Hs.516036	TRIM54
Hs.516090	EMX1
Hs.516090	EMX1
Hs.516105	ACTG2
Hs.516111	DCTN1
Hs.516153	SV2A
Hs.516155	CAPG
Hs.516173	ACYP2
Hs.516176	SMYD1
Hs.516243	ADAMTSL4
Hs.516245	LOC151438
Hs.516253	ASPRV1
Hs.516306	PSD4
Hs.516306	PSD4
Hs.516403	LOC440894
Hs.516439	IVL
Hs.516439	IVL
Hs.516494	GCG
Hs.516522	INTS3
Hs.516578	TFPI
Hs.516632	DNAJC10
Hs.516700	CYP27A1
Hs.516726	SCG2
Hs.516746	DAP3
Hs.516826	TRIB3
Hs.516874	CHGB
Hs.516904	BCAN
Hs.516922	NKX2-2
Hs.516986	NECAB3
Hs.516998	DEFB119
Hs.517033	TGM2
Hs.517059	GDAP1L1
Hs.517070	SLPI
Hs.517113	SALL4
Hs.517168	TAGLN2
Hs.517265	SLAMF7
Hs.517284	LCA5L
Hs.517310	RIPK4
Hs.517407	DGCR14
Hs.517418	ZNF74
Hs.517419	KLHL22
Hs.517466	C22orf43
Hs.517499	GRAP2
Hs.517517	EP300
Hs.517541	SEC14L4
Hs.517543	PES1
Hs.517546	OSBP2
Hs.517549	INPP5J
Hs.517549	INPP5J
Hs.517581	HMOX1
Hs.517601	RAC2
Hs.517603	MFNG
Hs.517612	C22orf23
Hs.517670	TTLL12
Hs.517717	SATB1
Hs.517729	MLC1
Hs.517819	GRIP2
Hs.517868	LRRC3B
Hs.517973	MST1R
Hs.517978	GNAT1
Hs.517991	C1orf105
Hs.518060	ARL6IP5
Hs.518089	SLC15A2
Hs.518119	CHCHD6
Hs.518123	TFG
Hs.518198	CSTA
Hs.518236	SEC61A1
Hs.518241	DNAJB8
Hs.518244	RPN1
Hs.518247	KIAA1257
Hs.518326	SERP1
Hs.518355	GFM1
Hs.518374	QSOX1
Hs.518424	NDUFB5
Hs.518448	LAMP3
Hs.518451	PIK3CD
Hs.518475	EIF4A2
Hs.518525	GLUL
Hs.518618	CORIN
Hs.518662	FAM129A
Hs.518726	IBSP
Hs.518727	RBM47
Hs.518760	LNX1
Hs.518795	C4orf40
Hs.518805	HMGA1
Hs.518808	AFP
Hs.518827	CCNI
Hs.518900	TMEM154
Hs.518921	NPNT
Hs.518921	NPNT
Hs.518957	ADAD1
Hs.519024	IGFN1
Hs.519035	LAD1
Hs.519057	NPY1R
Hs.519168	FMOD
Hs.519294	FBN2
Hs.519337	BRD8
Hs.519403	SPZ1
Hs.519445	NR2F1
Hs.519514	TRIM36
Hs.519557	TMEM14C
Hs.519601	ID4
Hs.519693	GRIA1
Hs.519718	TTC1
Hs.519719	FABP6
Hs.519749	C5orf58
Hs.519818	MGAT1
Hs.519873	DSP
Hs.519909	MARCKS
Hs.519993	NRM
Hs.520070	CUTA
Hs.520094	KIAA2013
Hs.520102	FTSJD2
Hs.520106	DNAH8
Hs.520119	MDFI
Hs.520145	TJAP1
Hs.520245	DNAH11
Hs.520313	CD164
Hs.520319	SLC22A16
Hs.520341	NT5DC1
Hs.520525	FNDC1
Hs.520554	TTLL2
Hs.520612	MAFK
Hs.520640	ACTB
Hs.520794	YKT6
Hs.520898	CTSB
Hs.520937	CSF2RA
Hs.520989	FGL2
Hs.521056	ATP5J2
Hs.521083	AGFG2
Hs.521092	TRIM56
Hs.521124	MRPS28
Hs.521168	GCC1
Hs.521178	CCDC136
Hs.521212	AKR1B1
Hs.521456	TNFRSF10B
Hs.521459	ADAMDEC1
Hs.521461	NEFL
Hs.521482	SHB
Hs.521535	STAR
Hs.521545	ADAM32
Hs.521903	LY6E
Hs.521937	PPP1R16A
Hs.521942	ZNF517
Hs.521989	CD274
Hs.522085	ENHO
Hs.522093	C9orf144B
Hs.522301	EIF4BP3
Hs.522356	ORM1
Hs.522373	GSN
Hs.522484	OLFM1
Hs.522500	SEC16A
Hs.522504	LCN6
Hs.522506	TRAF2
Hs.522507	FBXW5
Hs.522530	FAM166A
Hs.522610	LYZL2
Hs.522639	SUV39H1
Hs.522640	PCSK1N
Hs.522640	PCSK1N
Hs.522654	XAGE2
Hs.522666	ALAS2
Hs.522699	COX7B
Hs.522798	F9
Hs.522803	MAGEA8
Hs.522868	DAZ1
Hs.522891	CXCL12
Hs.522955	C10orf40
Hs.522969	PADI4
Hs.522984	DDX50
Hs.522997	UNC5B
Hs.523054	RHCE
Hs.523084	SFTPA1
Hs.523130	LIPF
Hs.523185	RPL13A
Hs.523215	NDUFB8
Hs.523252	ITPRIP
Hs.523302	PRDX3
Hs.523329	EPHB2
Hs.523332	OAT
Hs.523395	MUC5B
Hs.523403	TNNI2
Hs.523413	MYOM3
Hs.523443	HBB
Hs.523446	COL11A1
Hs.523463	RPL27A
Hs.523500	CD2
Hs.523512	TSG101
Hs.523652	PAQR7
Hs.523660	SLAMF1
Hs.523732	SCGB1A1
Hs.523739	NXF1
Hs.523829	POLD4
Hs.523835	CDK2AP2
Hs.523848	MYEOV
Hs.523852	CCND1
Hs.523877	CLPB
Hs.524082	NLRX1
Hs.524084	RNF26
Hs.524121	ROBO4
Hs.524138	BAI2
Hs.524161	RSU1
Hs.524183	FKBP4
Hs.524219	TPI1
Hs.524234	FNDC5
Hs.524271	PHC2
Hs.524278	GUCY2C
Hs.524293	ANXA8L1
Hs.524368	VDR
Hs.524390	TUBA1B
Hs.524399	TROAP
Hs.524406	FAM186B
Hs.524418	GPD1
Hs.524430	NR4A1
Hs.524488	DGKA
Hs.524506	ANKRD52
Hs.524517	CSF3R
Hs.524518	STAT6
Hs.524528	CYP27B1
Hs.524579	LYZ
Hs.524599	NAP1L1
Hs.524625	GRK5
Hs.524660	GOLGA2B
Hs.524894	GJB2
Hs.524894	GJB2
Hs.524906	MYBPC3
Hs.524910	FTH1
Hs.524953	KL
Hs.525061	TDRD3
Hs.525063	TMEM126B
Hs.525105	SLITRK6
Hs.525209	ZNF628
Hs.525238	C14orf119
Hs.525251	DCAF11
Hs.525513	LOC283587
Hs.525536	CCDC88C
Hs.525550	FAM181A
Hs.525557	SERPINA1
Hs.525600	HSP90AA1
Hs.525622	AKT1
Hs.525666	OR4N4
Hs.525769	C15orf55
Hs.525933	LOC283688
Hs.525977	FAM179A
Hs.526521	MDH1
Hs.526596	C2orf72
Hs.526728	SMC6
Hs.526735	ZMYND10
Hs.526975	LARS2
Hs.527104	C4orf22
Hs.527295	ENPP1
Hs.527748	LHPP
Hs.527778	CD82
Hs.527830	KCNJ1
Hs.527861	OS9
Hs.527980	DUT
Hs.528319	FAM71E2
Hs.528335	FAM123A
Hs.528368	CPN2
Hs.528432	MUC6
Hs.528454	LOC653061
Hs.528574	TOP1MT
Hs.528693	RASAL1
Hs.528703	ANKRD13A
Hs.528836	NLRC5
Hs.528847	MYADML
Hs.528902	ATAD5
Hs.529019	BPI
Hs.529038	FSTL3
Hs.529053	C3
Hs.529059	EIF3G
Hs.529117	CYP2B7P1
Hs.529161	A1BG
Hs.529180	TPRXL
Hs.529244	NCK2
Hs.529284	LOC285548
Hs.529303	ARPC2
Hs.529340	C20orf196
Hs.529517	LTF
Hs.529735	AADAT
Hs.529778	CENPK
Hs.529846	CAMLG
Hs.529857	IER5L
Hs.529925	UBR2
Hs.529965	NCRNA00202
Hs.529984	TAGAP
Hs.530009	AGR2
Hs.530009	AGR2
Hs.530024	GGCT
Hs.530251	TAF12
Hs.530274	ALDOB
Hs.530311	LCN1
Hs.530338	SLC16A12
Hs.530358	NXF2
Hs.530402	FAF1
Hs.530438	DCDC5
Hs.530588	LOC100128098
Hs.530597	ACBD5
Hs.530712	PPP2R3C
Hs.530871	PDE1B
Hs.531041	FLJ42875
Hs.531064	NEDD8
Hs.531111	YLPM1
Hs.531168	FAM81A
Hs.531193	LOC100132885
Hs.531231	ANKRD34C
Hs.531251	TRAF1
Hs.531306	POM121L10P
Hs.531561	EMP2
Hs.531587	SP3
Hs.531598	PADI6
Hs.531650	LOC342918
Hs.531682	ALDH3A1
Hs.531719	ADCYAP1
Hs.531754	MAP2K7
Hs.531785	HS1BP3
Hs.531807	ARHGAP25
Hs.531856	GAS5
Hs.531987	KRIT1
Hs.532019	MRPL1
Hs.532129	TSPAN17
Hs.532270	SLC30A8
Hs.532325	PAEP
Hs.532357	TRIM21
Hs.532363	HIPK1
Hs.532411	LYST
Hs.532461	RRAGC
Hs.532504	GPR132
Hs.532635	SERPINA6
Hs.532691	RAX2
Hs.532699	GCDH
Hs.532711	TSSK6
Hs.532815	EMILIN2
Hs.532872	PPM1N
Hs.533013	CBS
Hs.533022	CRYBB3
Hs.533023	PCDHB2
Hs.533030	TRIOBP
Hs.533066	C6orf81
Hs.533258	CEL
Hs.533262	ANAPC2
Hs.533282	NONO
Hs.533287	WBP5
Hs.533291	GPLD1
Hs.533308	PPP2R5D
Hs.533336	BAMBI
Hs.533613	TNNT2
Hs.533644	DPY19L2
Hs.533655	TYSND1
Hs.533657	NUDT13
Hs.533670	LGI1
Hs.533683	FGFR2
Hs.533709	BSCL2
Hs.533717	DLK1
Hs.533732	SRP14
Hs.533779	CLDN6
Hs.533934	TMEM214
Hs.533953	KIAA1462
Hs.534032	TARP
Hs.534035	HIST1H2AI
Hs.534052	ZFP36
Hs.534074	NFATC1
Hs.534168	NDUFA1
Hs.534206	DNTT
Hs.534255	B2M
Hs.534293	SERPINA3
Hs.534302	APOF
Hs.534307	CCND3
Hs.534322	HLA-DRB1
Hs.534330	MT1E
Hs.534331	NUDT1
Hs.534332	MUC5AC
Hs.534333	NDUFA2
Hs.534341	MAP4K2
Hs.534342	AGER
Hs.534345	RPS6KB2
Hs.534346	RPS7
Hs.534347	CCL22
Hs.534350	SMARCB1
Hs.534360	TRIP6
Hs.534385	THOC4
Hs.534390	ACTL7B
Hs.534395	PKP3
Hs.534404	RPL10
Hs.534460	DUS2L
Hs.534467	LOC55908
Hs.534468	APOM
Hs.534468	APOM
Hs.534491	C16orf59
Hs.534494	AMN
Hs.534499	KRTAP1-5
Hs.534501	C1orf49
Hs.534504	C21orf67
Hs.534521	TMEM54
Hs.534538	HSPB6
Hs.534539	C1orf182
Hs.534612	RAB7B
Hs.534621	ARHGEF35
Hs.534648	TBC1D10C
Hs.534649	C12orf42
Hs.534660	LOC387895
Hs.534699	SCEL
Hs.534942	LOC100133331
Hs.534965	AIDA
Hs.535094	LOC645332
Hs.535177	ZNF165
Hs.535192	EEF1A1
Hs.535216	FAM47C
Hs.535276	PTPN22
Hs.535295	SFTPA1
Hs.535319	CREBZF
Hs.535464	EIF3CL
Hs.535622	LOC150776
Hs.535668	IGLV6-57
Hs.535767	CBY3
Hs.535845	RUNX2
Hs.535972	FAM102A
Hs.536122	TXNDC9
Hs.536474	TMEM106A
Hs.537218	SEMG2
Hs.539684	EIF2S3
Hs.549398	C4orf47
Hs.542050	EPCAM
Hs.542230	STX1B
Hs.544932	TFR2
Hs.546247	CRYGD
Hs.546269	RPL10A
Hs.546285	RPLP0
Hs.546286	RPS3
Hs.546287	RPS7
Hs.546288	RPS9
Hs.546289	RPS12
Hs.546292	RPS27A
Hs.546298	SUMO2
Hs.546304	SULT1A2
Hs.546434	VTCN1
Hs.546614	LOC727849
Hs.547271	LOC727820
Hs.547436	LOC440311
Hs.547696	NUP155
Hs.547697	GAPT
Hs.547908	LOC100128292
Hs.550313	SLC4A9
Hs.550544	COX6B2
Hs.550906	KLHL28
Hs.551713	MBP
Hs.551713	MBP
Hs.552124	LOC644794
Hs.552129	MGC27345
Hs.552649	NCRNA00292
Hs.552781	LOC100134040
Hs.552819	LOC572558
Hs.553160	GFI1B
Hs.553795	SYCE1
Hs.554030	LOC284570
Hs.554791	TP53I11
Hs.554822	UGT1A1
Hs.555016	RAB23
Hs.555029	LOC100500938
Hs.555915	APOBEC2
Hs.555917	CNKSR2
Hs.555956	NUDT5
Hs.556045	CLEC18C
Hs.557550	NPM1
Hs.557608	LOC729178
Hs.557644	LOC100288578
Hs.557850	DENND2D
Hs.558087	LOC732275
Hs.558314	CP
Hs.558334	GRIN1
Hs.558348	ITK
Hs.558351	KIF2A
Hs.558368	PPY
Hs.558396	SCD
Hs.558423	CYP4F2
Hs.558459	NUDT6
Hs.558468	PDSS1
Hs.558495	PLEKHA8P1
Hs.558519	ERO1LB
Hs.558536	NOC4L
Hs.558560	FAM57B
Hs.558572	LYZL1
Hs.558601	RPL37
Hs.558694	MMD2
Hs.558748	C5orf60
Hs.558776	CTSLL6
Hs.558865	CES1
Hs.561411	EMB
Hs.559181	C11orf21
Hs.559412	HMP19
Hs.559459	FAM65B
Hs.559506	SPAG11A
Hs.559718	AK5
Hs.560343	RORA
Hs.560378	PWRN2
Hs.560655	RPSAP58
Hs.560805	LOC541471
Hs.560891	LOC150622
Hs.560990	C20orf61
Hs.561064	CYB5R3
Hs.562095	CDY1B
Hs.563344	NR4A2
Hs.564847	SNRPN
Hs.567245	AKR1C4
Hs.567255	DGKB
Hs.567256	AKR1C2
Hs.567256	AKR1C2
Hs.567260	DSC1
Hs.567261	MARK2
Hs.567312	REG3A
Hs.567312	REG3A
Hs.567314	PDE6A
Hs.567336	SIX3
Hs.567356	WNT2
Hs.567359	XRCC4
Hs.567381	GYG2
Hs.567410	PSMD14
Hs.567414	C6orf10
Hs.567416	GRAP
Hs.567419	MGAT4B
Hs.567424	FAIM2
Hs.567426	TBC1D2B
Hs.567438	BRI3
Hs.567453	FAM13B
Hs.567498	FAM198B
Hs.567499	WT1-AS
Hs.567501	AIG1
Hs.567508	UNC93A
Hs.567516	ROPN1
Hs.567542	CFC1
Hs.567562	CIDEC
Hs.567567	NCAPG
Hs.567571	SMYD3
Hs.567582	FBXO31
Hs.567583	AGMAT
Hs.567598	LBH
Hs.567642	CPA5
Hs.567674	KLF17
Hs.567701	C15orf43
Hs.567714	MFSD4
Hs.567729	TMEM213
Hs.567759	TMEM64
Hs.567763	C15orf51
Hs.567774	CCDC83
Hs.567831	UBE2E4P
Hs.567879	ACSM2B
Hs.567880	TBC1D26
Hs.567915	LOC255480
Hs.567968	CANX
Hs.567992	LOC389901
Hs.568007	ARL5C
Hs.568209	LRRC37BP1
Hs.568279	LOC100133150
Hs.568397	LOC727944
Hs.568518	SPRR2E
Hs.568518	SPRR2E
Hs.569475	GABRG3
Hs.569831	TNRC6C
Hs.569851	CBLN2
Hs.570316	C20orf201
Hs.570685	IQCJ
Hs.570901	PCDHA@
Hs.571037	ACAT2
Hs.571148	DTNBP1
Hs.571301	MGC4859
Hs.571466	CSMD1
Hs.571512	PMP2
Hs.571601	MSMP
Hs.571886	AKR7A2
Hs.572518	UGDH
Hs.572535	LAIR1
Hs.572812	LOC149703
Hs.573153	TCF7
Hs.573245	C6orf168
Hs.573490	MARCH5
Hs.573929	ARHGEF17
Hs.574026	MIP
Hs.579691	CD22
Hs.579784	TSPAN16
Hs.582993	BEND6
Hs.574822	FAM110A
Hs.574857	RNU12
Hs.575631	TRIM14
Hs.575869	CFHR1
Hs.576320	C4orf34
Hs.576551	C21orf131
Hs.577053	FCHSD2
Hs.577404	MPHOSPH9
Hs.577426	DNAJB14
Hs.578167	VRTN
Hs.578433	FRMD8
Hs.578450	MESDC2
Hs.580351	PRKCE
Hs.580681	SAMHD1
Hs.581171	TBL1XR1
Hs.582532	LOC728586
Hs.586332	LOC100128885
Hs.586423	EEF1A1
Hs.599762	CASP8
Hs.583896	TDH
Hs.584242	C9orf46
Hs.584654	FOXO4
Hs.584744	CAPS
Hs.584768	UNK
Hs.584797	REG1P
Hs.584801	SRSF2
Hs.584830	PDE8B
Hs.584852	MAB21L2
Hs.584864	PTGR1
Hs.584908	MRPL37
Hs.584909	SCAND1
Hs.584927	YY1AP1
Hs.585010	WTIP
Hs.585017	DUSP15
Hs.585053	SBDSP1
Hs.585105	C19orf54
Hs.585207	LOC400236
Hs.585357	HBZ
Hs.585369	PROX1
Hs.585453	C10orf55
Hs.585464	CCDC7
Hs.585480	C10orf71
Hs.585579	LRTM2
Hs.585745	SNX29
Hs.585961	LOC100189589
Hs.586161	ADH6
Hs.586161	ADH6
Hs.586165	MAML3
Hs.586219	CSF1R
Hs.586313	C7orf10
Hs.586650	FRA10AC1
Hs.586786	FLJ44874
Hs.586791	LOC389043
Hs.587325	VGF
Hs.587558	NCF2
Hs.587755	LOC780529
Hs.588202	KIF6
Hs.589093	MGAT4C
Hs.589924	SBF1
Hs.589959	LOC727978
Hs.590575	GRM3
Hs.590868	ZGPAT
Hs.590879	SEL1L2
Hs.590892	COL9A1
Hs.590893	IMPG1
Hs.590945	KCNJ14
Hs.590955	CGB5
Hs.590956	TIMM50
Hs.590958	FOSB
Hs.591011	FAM71C
Hs.591014	SELPLG
Hs.591024	NEUROD4
Hs.591026	ACVRL1
Hs.591047	SCNN1A
Hs.591054	BID
Hs.591078	ERMP1
Hs.591084	FANCG
Hs.591104	BMF
Hs.591127	RASGRP1
Hs.591145	MANSC1
Hs.591160	EPS8
Hs.591229	DLEU1
Hs.591242	UBXN4
Hs.591250	PCDHB4
Hs.591252	ARSI
Hs.591269	CAMK4
Hs.591275	FBXL21
Hs.591283	RSRC1
Hs.591290	PODXL2
Hs.591293	ALCAM
Hs.591311	HPS3
Hs.591387	PLIN4
Hs.591443	RAVER2
Hs.591454	PEX10
Hs.591474	ANGPTL1
Hs.591484	LAMC2
Hs.591486	MPZ
Hs.591495	IQGAP3
Hs.591499	TESK2
Hs.591532	ARHGEF19
Hs.591533	CLCNKA
Hs.591559	TMEM150A
Hs.591566	FAM82A1
Hs.591586	KCNK12
Hs.591607	SLC11A1
Hs.591629	CD28
Hs.591642	BARD1
Hs.591668	LRTM1
Hs.591692	PRMT10
Hs.591698	CDKL2
Hs.591712	ASB5
Hs.591738	GMCL1L
Hs.591742	IL7R
Hs.591756	ACOT12
Hs.591757	NDUFAF2
Hs.591776	FAM159B
Hs.591776	FAM159B
Hs.591777	GPR98
Hs.591778	HIST1H3H
Hs.591790	HIST1H4H
Hs.591803	C6orf142
Hs.591832	FLJ36840
Hs.591833	SCARA5
Hs.591853	CDH17
Hs.591865	LRRC6
Hs.591874	CLVS1
Hs.591890	DBH
Hs.591918	NANOS1
Hs.591928	RBP3
Hs.591941	DDI1
Hs.591950	SNX32
Hs.591957	DKFZp761E198
Hs.591980	WT1
Hs.591996	BBOX1
Hs.592002	KCNA4
Hs.592008	CCDC62
Hs.592041	ERN2
Hs.592064	CLEC18A
Hs.592074	CTU2
Hs.592076	TPSG1
Hs.592080	SPSB3
Hs.592116	FAM64A
Hs.592123	SREBF1
Hs.592128	FBXW10
Hs.592134	KLHL11
Hs.592145	WISP2
Hs.592163	C21orf90
Hs.592164	POFUT2
Hs.592165	DNMT3L
Hs.592174	TMEM184A
Hs.592182	AMPH
Hs.592202	C22orf27
